年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,6班,许普奕,104,134,125.5,84,85,77,/,/,/
本高2023届,6班,彭珉月,115,121,/,80,79,/,77,/,/
本高2023届,6班,郑拓燃,101,115,/,87,66,83,/,/,/
本高2023届,6班,裴露品,115,130,128,79,80,/,/,/,50
本高2023届,6班,奚星珍,109,117,114,92,72,92,/,/,/
本高2023届,7班,咎疆泽,109,132,139,83,85,89,/,/,/
本高2023届,8班,雷航焘,97,118,111,83,78,81,/,/,/
本高2023届,8班,韩知优,115,129,110,72,62,64,/,/,/
本高2023届,8班,郝枫熹,109,85,126,65,41,68,/,/,/
本高2023届,8班,樊疆淮,97,87,122.5,63,63,63,/,/,/
本高2023届,8班,罗怀宸,94,112,114,93,89,75,/,/,/
本高2023届,9班,黄澎朔,91,105,109,76,63,58,/,/,/
本高2023届,9班,钟晴连,98,94,114,36,46,/,51,/,/
本高2023届,10班,祖千含,/,/,/,/,/,/,/,/,/
本高2023届,10班,王沛禄,107,73,95.5,20,59,46,/,/,/
本高2023届,10班,钱创均,107,99,113,/,/,68,/,/,49
本高2023届,10班,经德宜,96,130,91.5,85,83,68,/,/,/
本高2023届,11班,张妙霓,97,95,131,48,48,/,/,/,52
本高2023届,11班,窦娆栋,95,122,118.5,78,69,/,/,/,54
本高2023届,11班,喻言懿,106,112,115.5,69,70,/,/,/,66
本高2023届,11班,穆锨霖,104,126,113.5,70,73,/,/,/,47
本高2023届,11班,陈恋玮,97,111,107.5,63,62,/,/,/,64
本高2023届,11班,顾琥霖,87,116,98.5,67,69,/,/,/,58
本高2023届,12班,苗舸林,109,110,136,64,63,/,62,/,/
本高2023届,12班,郭圣俭,97,118,/,62,48,/,/,/,55
本高2023届,12班,骆雅娅,89,101,/,45,56,/,/,/,38
本高2023届,12班,孔忠然,93,101,69.5,64,73,76,/,/,/
本高2023届,12班,平悦卉,100,100,133,59,48,70,/,/,/
本高2023届,12班,张楚玫,/,/,/,/,/,/,/,/,/
本高2023届,12班,伊保旭,102,128,115.5,58,71,64,/,/,/
本高2023届,13班,袁逊勉,96,122,93,74,80,84,/,/,/
本高2023届,13班,龚晔幸,100,111,105.5,70,66,70,/,/,/
本高2023届,13班,彭言舜,96,106,108.5,61,55,66,/,/,/
本高2023届,13班,龚新旗,96,115,102.5,75,72,83,/,/,/
本高2023届,13班,郎远廷,98,94,87.5,39,39,47,/,/,/
本高2023届,13班,沈敏柳,111,95,118,65,65,81,/,/,/
本高2023届,13班,皮雯妲,101,106,96,56,57,64,/,/,/
本高2023届,13班,柏洋灏,116,111,119.5,73,65,77,/,/,/
本高2023届,14班,郑会弋,96,127,127.5,73,76,/,/,/,57
本高2023届,14班,乔涛椒,100,100,112,48,40,/,60,/,/
本高2023届,14班,林娟沛,100,115,105.5,46,36,50,/,/,/
本高2023届,14班,谢瑜曼,92,98,122.5,64,68,63,/,/,/
本高2023届,14班,支宸赞,104,105,106.5,35,35,/,56,/,/
本高2023届,14班,倪冰朔,78,101,107.5,20,10,31,/,/,/
本高2023届,14班,刘根璋,102,109,99.5,69,72,/,62,/,/
本高2023届,14班,赖杰曦,108,129,124,45,58,/,/,/,55
本高2023届,15班,段婧霁,102,87,100,77,50,/,59,/,/
本高2023届,15班,蒋咏双,89,128,103,65,58,/,67,/,/
本高2023届,,常达聪,99,133,/,64,80,/,75,/,/
本高2023届,,韶锁焱,115,138,133,/,/,92,75,78,/
本高2023届,,姜英佳,99,122,98,63,65,/,70,/,/
本高2023届,2班,农爽尚,109,118,118,/,/,79,70,89,/
本高2023届,2班,赖飙哲,97,114,117,/,/,72,72,84,/
本高2023届,4班,殷眉音,75,64,103.5,/,/,44,54,59,/
本高2023届,4班,戴翰喜,100,107,117.5,/,/,51,54,66,/
本高2023届,5班,幸蕙璇,95,102,110,69,66,/,/,/,64
本高2023届,5班,吕为玲,92,121,95.5,69,67,/,/,/,71
本高2023届,6班,魏曙烽,95,135,128.5,77,81,89,/,/,/
本高2023届,7班,翁燃革,115,127,125.5,82,78,80,/,/,/
本高2023届,7班,唐伶璐,112,131,139.5,93,84,86,/,/,/
本高2023届,8班,裘芸多,107,95,112.5,39,36,51,/,/,/
本高2023届,10班,俞佳钊,110,114,106.5,64,71,84,/,/,/
本高2023届,10班,韶烈耀,111,114,125,74,/,79,/,/,66
本高2023届,12班,孔佳忱,105,111,121,66,56,70,/,/,/
本高2023届,13班,何唯菡,95,94,103,59,29,60,/,/,/
本高2023届,,石卿霞,103,107,129.5,/,/,/,67,74,50
本高2023届,1班,高祺品,103,126,129.5,81,78,79,/,/,/
本高2023届,2班,强燃准,102,101,128,/,/,/,46,79,64
本高2023届,2班,庞绚鸽,105,109,108.5,/,/,70,82,84,/
本高2023届,3班,郭忠民,95,116,103,/,/,/,63,72,72
本高2023届,4班,周玲纯,96,79,112,/,/,/,56,79,51
本高2023届,8班,滑里琦,/,/,/,/,/,/,/,/,/
本高2023届,11班,凤原启,99,103,110,63,57,/,/,/,44
本高2023届,12班,侯爱梓,103,111,123,81,70,69,/,/,/
本高2023届,12班,缪言焰,100,114,97.5,42,58,/,/,/,64
本高2023届,13班,惠朋言,104,95,83.5,50,43,59,/,/,/
本高2023届,13班,毕斐言,105,105,101.5,85,64,73,/,/,/
本高2023届,14班,包玥耘,105,112,118,68,54,/,/,/,53
本高2023届,15班,惠沫绚,105,98,112,57,39,56,/,/,/
本高2023届,,盛萍子,111,105,127,/,/,80,75,78,/
本高2023届,1班,束齐璋,91,121,104,81,73,/,/,/,73
本高2023届,1班,谢雨峥,108,113,116,92,77,/,/,/,65
本高2023届,1班,穆诺澄,93,117,109.5,83,72,71,/,/,/
本高2023届,2班,舒绮华,102,113,119.5,/,/,/,73,88,67
本高2023届,4班,蒋曼蓓,90,69,113.5,/,/,66,49,67,/
本高2023届,4班,秋勇力,101,127,127.5,/,/,/,54,86,51
本高2023届,6班,尤玥莲,103,125,/,67,70,/,73,/,/
本高2023届,6班,贾汝蔚,101,123,/,89,81,91,/,/,/
本高2023届,7班,成迎浪,109,117,/,80,85,/,/,/,67
本高2023届,8班,松骥雄,102,113,128,71,62,63,/,/,/
本高2023届,8班,傅晏成,101,116,114.5,77,47,62,/,/,/
本高2023届,9班,贾滨林,106,122,123.5,73,60,79,/,/,/
本高2023届,12班,洪晔晴,93,96,/,69,84,/,58,/,/
本高2023届,12班,姬馨珏,/,108,/,/,58,64,/,/,/
本高2023届,12班,经钰漫,105,128,119,64,82,87,/,/,/
本高2023届,14班,田祺爱,89,104,105.5,62,33,56,/,/,/
本高2023届,15班,俞航雁,91,92,95,54,38,52,/,/,/
本高2023届,,荣丽凡,107,112,123.5,71,74,/,/,/,53
本高2023届,,甄遥卓,97,117,124.5,/,/,81,76,83,/
本高2023届,1班,明凌启,103,122,123,82,76,84,/,/,/
本高2023届,1班,徐蝶真,93,105,106.5,59,50,61,/,/,/
本高2023届,1班,毛欣吟,106,126,115.5,76,72,83,/,/,/
本高2023届,1班,幸晗裙,103,110,124.5,67,82,70,/,/,/
本高2023届,2班,王玫良,90,87,131.5,/,/,/,65,67,64
本高2023届,2班,林竹根,99,60,124,/,/,/,59,76,60
本高2023届,2班,孟瑛菁,101,94,109,/,/,67,56,70,/
本高2023届,2班,翁川帅,104,81,120.5,/,/,/,72,76,50
本高2023届,2班,韩娣励,96,79,/,/,/,/,59,64,55
本高2023届,3班,邵灵昭,97,40,129,/,/,/,53,79,63
本高2023届,3班,尤钟柱,118,123,132.5,/,/,/,76,83,54
本高2023届,3班,纪泉才,112,113,/,/,/,/,56,76,56
本高2023届,3班,井晔思,106,119,/,/,/,/,63,84,61
本高2023届,3班,蔡声灵,112,117,91,/,/,86,65,80,/
本高2023届,4班,施嵘琦,112,98,113.5,/,/,/,70,84,61
本高2023届,4班,蔡南联,94,103,129.5,/,/,60,60,70,/
本高2023届,4班,杭雷赞,111,84,128,/,/,/,65,77,63
本高2023届,4班,傅辉发,106,105,111,/,/,76,73,83,/
本高2023届,6班,温彤婕,96,121,120.5,73,51,/,64,/,/
本高2023届,6班,洪贞婉,93,134,122.5,81,81,91,/,/,/
本高2023届,7班,卢岱攀,95,131,114.5,81,72,84,/,/,/
本高2023届,7班,薛齐灏,105,135,137,97,78,82,/,/,/
本高2023届,7班,魏莉玲,117,139,/,/,/,/,81,94,72
本高2023届,7班,许满策,112,136,125.5,85,87,90,/,/,/
本高2023届,7班,邹韵齐,116,124,126,88,88,/,/,/,70
本高2023届,7班,殷翔黎,110,128,134.5,97,94,93,/,/,/
本高2023届,8班,邓园宾,113,128,133.5,81,70,75,/,/,/
本高2023届,8班,嵇崧朋,104,103,85.5,78,76,70,/,/,/
本高2023届,8班,施标谦,101,118,99.5,75,69,67,/,/,/
本高2023届,9班,戚凌洲,105,108,120,75,65,/,60,/,/
本高2023届,10班,娄龙旦,103,114,120.5,64,/,58,/,/,56
本高2023届,10班,宫迁胡,100,96,91.5,65,/,68,/,/,55
本高2023届,10班,仲洋笛,110,102,120.5,62,60,61,/,/,/
本高2023届,10班,奚凌妙,113,116,126.5,57,65,72,/,/,/
本高2023届,11班,翁娜梅,94,124,111,72,68,/,/,/,55
本高2023届,11班,白钟朗,98,111,113,59,73,/,/,/,48
本高2023届,11班,邢雪喻,100,123,116,77,64,/,/,/,60
本高2023届,11班,滑彬好,103,117,127.5,89,69,/,/,/,62
本高2023届,11班,何然彩,101,109,105.5,78,58,/,/,/,51
本高2023届,11班,穆慈跃,96,104,112.5,49,60,/,/,/,51
本高2023届,11班,计利耿,99,114,126,75,81,/,/,/,70
本高2023届,11班,荣毓品,96,97,112.5,57,57,/,/,/,59
本高2023届,11班,束敏朦,103,117,128.5,84,72,/,/,/,56
本高2023届,12班,邹郁满,102,135,124.5,84,67,/,77,/,/
本高2023届,12班,李碧格,107,119,103,38,51,44,/,/,/
本高2023届,12班,曹桑纯,110,115,120.5,64,54,73,/,/,/
本高2023届,12班,柏前溪,95,109,129,70,67,85,/,/,/
本高2023届,13班,殷鹭蔷,89,114,96,65,61,67,/,/,/
本高2023届,13班,奚信晗,100,128,91,57,56,59,/,/,/
本高2023届,13班,蔡歌舰,101,91,98.5,72,61,72,/,/,/
本高2023届,13班,钱眉音,100,91,93,54,67,81,/,/,/
本高2023届,13班,凌若焰,102,129,124,77,74,69,/,/,/
本高2023届,14班,章宙壮,104,106,105,79,72,/,/,/,62
本高2023届,15班,荣柏奎,90,103,93,54,62,/,51,/,/
本高2023届,15班,舒梦霜,89,127,95,76,67,50,/,/,/
本高2023届,15班,翁姣果,107,105,107,68,72,/,/,/,51
本高2023届,,支卿松,107,112,130.5,62,72,/,/,/,61
本高2023届,,莫钥吟,110,125,125,/,/,/,65,88,58
本高2023届,,莫琨明,114,120,128,/,/,/,78,84,61
本高2023届,,詹元菁,120,122,/,/,/,/,68,71,60
本高2023届,,钟蜜隽,107,99,132.5,75,68,/,67,/,/
本高2023届,1班,罗瀚弛,109,133,131,88,92,95,/,/,/
本高2023届,3班,尚子莲,117,127,132,/,/,66,62,79,/
本高2023届,3班,高姿羚,114,117,121,/,/,/,78,82,66
本高2023届,4班,雷衡炎,114,96,117,/,/,69,67,86,/
本高2023届,5班,俞瑶菲,103,102,102.5,54,67,/,/,/,49
本高2023届,6班,曹菲娜,110,137,123,74,75,82,/,/,/
本高2023届,7班,褚颖疆,120,121,/,65,78,82,/,/,/
本高2023届,8班,骆亚丽,104,109,131.5,82,80,75,/,/,/
本高2023届,8班,侯兵舰,94,89,124.5,24,68,81,/,/,/
本高2023届,8班,束京妮,104,123,120.5,81,76,68,/,/,/
本高2023届,9班,范昀攀,93,114,105.5,61,40,/,54,/,/
本高2023届,9班,嵇嫣蓓,108,109,123,63,68,/,64,/,/
本高2023届,9班,谭馨曼,95,115,119.5,68,65,69,/,/,/
本高2023届,10班,翁嫚燕,110,100,119.5,57,65,76,/,/,/
本高2023届,10班,姬凡连,101,122,123.5,70,/,75,/,/,66
本高2023届,11班,邱忱芳,106,93,102.5,57,57,/,/,/,53
本高2023届,15班,姜珺琨,104,106,90.5,55,57,/,60,/,/
本高2023届,,邓京愉,110,111,136,/,/,/,77,84,75
本高2023届,,尹娉彤,101,109,115,66,59,/,/,/,64
本高2023届,,姚莉良,117,118,132,76,85,/,/,/,58
本高2023届,,劳卉日,112,127,118,74,71,/,69,/,/
本高2023届,,樊华霁,103,122,113.5,72,74,56,/,/,/
本高2023届,1班,单奕畅,114,113,140.5,74,69,83,/,/,/
本高2023届,5班,冯曼望,103,121,115.5,67,75,/,/,/,65
本高2023届,15班,虞笛昭,98,112,92.5,95,73,/,/,/,55
本高2023届,1班,滑骏岳,108,132,115,77,80,95,/,/,/
本高2023届,1班,祝斐姬,106,114,119.5,94,80,82,/,/,/
本高2023届,1班,钟默飙,95,128,126.5,87,75,78,/,/,/
本高2023届,1班,顾筱琪,106,133,119.5,91,73,92,/,/,/
本高2023届,1班,邹柯开,106,138,130,96,84,96,/,/,/
本高2023届,1班,富昆舰,103,125,129,86,76,/,/,/,63
本高2023届,1班,伍化莹,106,122,111.5,68,69,73,/,/,/
本高2023届,1班,柏眉喻,108,117,128,85,93,/,/,/,63
本高2023届,1班,宫维萍,97,129,124.5,78,86,78,/,/,/
本高2023届,1班,宋耘晨,100,131,124.5,82,71,78,/,/,/
本高2023届,2班,巫剑桐,106,70,108,/,/,/,42,65,55
本高2023届,2班,凤含可,/,98,/,/,/,70,/,/,/
本高2023届,2班,史洵樱,97,85,96.5,/,/,/,58,77,51
本高2023届,2班,包登刚,82,95,111,/,/,/,58,73,62
本高2023届,2班,蒙微喆,110,95,126,/,/,/,63,84,57
本高2023届,2班,晏菊优,108,105,107,/,/,/,68,84,50
本高2023届,2班,袁雯鸽,115,104,93.5,/,/,/,77,77,66
本高2023届,2班,诸跃千,116,84,122,/,/,/,53,84,56
本高2023届,2班,诸锋渊,105,103,117,/,/,/,58,83,70
本高2023届,3班,毕禄勉,107,126,119,/,/,79,80,70,/
本高2023届,3班,萧容珑,101,74,109.5,/,/,/,73,74,54
本高2023届,3班,经琴薇,107,99,128,/,/,72,72,79,/
本高2023届,4班,明熠子,105,121,116.5,/,/,/,81,77,71
本高2023届,4班,刁鹃婧,78,63,/,/,/,/,35,/,39
本高2023届,4班,蒋力银,98,101,106,/,/,/,62,76,56
本高2023届,4班,韩耀琥,108,76,124,/,/,/,60,80,51
本高2023届,4班,颜灵欣,105,100,104.5,/,/,/,67,84,52
本高2023届,4班,崔姬竹,96,112,130,/,/,67,66,82,/
本高2023届,4班,蓬戈钥,92,92,110.5,/,/,/,51,76,54
本高2023届,4班,霍岚玥,109,76,101,/,/,59,62,80,/
本高2023届,5班,纪雯燕,105,117,112,79,78,/,/,/,61
本高2023届,5班,花旻斐,92,121,97.5,82,80,/,/,/,56
本高2023届,5班,柯咪愉,109,122,115.5,78,77,/,/,/,75
本高2023届,5班,宋曦阳,107,106,98,62,46,/,/,/,52
本高2023届,5班,谢曦品,94,87,94,54,48,/,/,/,57
本高2023届,6班,刘曙研,103,127,112.5,75,72,63,/,/,/
本高2023届,6班,赖年鹰,110,103,135,72,66,/,76,/,/
本高2023届,6班,农潜靖,108,119,110,73,61,73,/,/,/
本高2023届,6班,郎荔蓉,96,120,128,70,70,81,/,/,/
本高2023届,6班,井潜霄,107,109,138,66,78,79,/,/,/
本高2023届,6班,祁连蕴,110,127,125.5,86,75,82,/,/,/
本高2023届,6班,褚赢严,108,113,131.5,72,75,88,/,/,/
本高2023届,6班,平元桐,107,110,/,71,58,/,/,/,69
本高2023届,6班,尚知韶,121,109,117.5,64,61,82,/,/,/
本高2023届,6班,羿澄洋,104,128,119.5,83,89,86,/,/,/
本高2023届,6班,黄升意,97,129,/,83,79,/,/,/,73
本高2023届,6班,洪杏暖,117,132,120.5,97,77,80,/,/,/
本高2023届,7班,柳蕙纯,111,136,130.5,92,85,87,/,/,/
本高2023届,7班,顾婉多,120,133,130.5,/,/,/,81,86,75
本高2023届,7班,支洵伦,107,131,133,/,/,/,74,81,61
本高2023届,7班,牧利桦,112,137,131.5,93,90,/,/,/,68
本高2023届,7班,方巧霏,109,129,127.5,82,88,87,/,/,/
本高2023届,7班,高景景,107,129,/,84,86,80,/,/,/
本高2023届,8班,尚蜜晟,103,106,112,85,65,62,/,/,/
本高2023届,8班,邢遥宏,97,117,117,74,61,76,/,/,/
本高2023届,8班,邴容良,99,97,118.5,60,64,56,/,/,/
本高2023届,8班,霍一欣,92,92,100,57,33,57,/,/,/
本高2023届,8班,褚舰华,107,133,109,60,45,64,/,/,/
本高2023届,8班,戚望田,107,122,113.5,80,72,84,/,/,/
本高2023届,8班,娄昀瑗,105,132,118.5,83,74,73,/,/,/
本高2023届,8班,宋格竹,93,111,127.5,73,64,70,/,/,/
本高2023届,8班,刁嫚津,103,132,116.5,85,55,74,/,/,/
本高2023届,8班,卫金队,105,116,126,73,61,79,/,/,/
本高2023届,9班,杨庄肖,87,73,106.5,43,34,/,46,/,/
本高2023届,9班,荣菲兰,92,114,112,68,62,/,/,/,48
本高2023届,9班,薛琼礼,114,113,124.5,65,59,/,72,/,/
本高2023届,9班,赖纯典,96,105,108,60,66,/,/,/,58
本高2023届,9班,杜莲莹,104,104,108.5,62,49,/,70,/,/
本高2023届,9班,韩珊冶,107,114,127,70,65,72,/,/,/
本高2023届,9班,杜勇莹,90,123,111.5,85,80,84,/,/,/
本高2023届,9班,郁露芸,90,104,125.5,61,57,63,/,/,/
本高2023届,9班,束殉绮,102,102,119,79,59,/,71,/,/
本高2023届,9班,水煦笛,106,114,123.5,69,60,/,66,/,/
本高2023届,10班,颜颉弘,102,97,104,62,/,81,/,/,57
本高2023届,10班,韶琨畅,118,99,126.5,59,/,67,/,/,43
本高2023届,10班,秦晨尤,103,111,105.5,43,/,70,/,/,49
本高2023届,10班,农霞中,106,107,113,65,/,71,/,/,74
本高2023届,10班,顾子朋,87,86,97.5,46,/,53,/,/,64
本高2023届,10班,柳侃漫,90,118,93,69,52,74,/,/,/
本高2023届,10班,马迅中,105,108,124.5,73,/,83,/,/,63
本高2023届,10班,伊盼梦,92,25,/,27,/,30,/,/,55
本高2023届,10班,石洵晗,100,116,89.5,60,/,66,/,/,60
本高2023届,10班,沈保闻,100,88,104.5,65,/,75,/,/,56
本高2023届,10班,诸晟啸,104,92,105.5,68,78,58,/,/,/
本高2023届,10班,时万锁,111,107,115.5,75,/,73,/,/,64
本高2023届,10班,岑陵益,92,126,99,72,72,65,/,/,/
本高2023届,10班,赵榕伟,98,96,124.5,64,/,77,/,/,56
本高2023届,10班,咎野漪,98,130,103.5,76,74,65,/,/,/
本高2023届,11班,周争奔,94,111,98,70,63,/,/,/,53
本高2023届,11班,司楠硕,108,120,106,69,57,/,/,/,60
本高2023届,11班,朱茜莎,102,118,121.5,80,71,/,/,/,65
本高2023届,11班,邢栋墩,90,116,97,59,62,/,/,/,49
本高2023届,11班,左磊庚,97,69,69.5,26,38,/,/,/,52
本高2023届,11班,诸轩煦,96,107,125,73,78,/,/,/,65
本高2023届,11班,高莲杨,104,129,111.5,87,84,/,/,/,50
本高2023届,11班,林歌艳,106,106,124,81,64,/,/,/,63
本高2023届,11班,董雷坦,100,110,112,71,64,/,/,/,54
本高2023届,11班,蒙慧茉,106,93,113,67,85,/,/,/,69
本高2023届,11班,孙蕴如,87,100,112.5,62,66,/,/,/,67
本高2023届,12班,姚娅佩,113,116,124.5,71,66,72,/,/,/
本高2023届,12班,成旎炯,108,123,128,74,78,85,/,/,/
本高2023届,12班,计珂研,105,100,102,64,67,58,/,/,/
本高2023届,12班,邓或可,97,121,/,73,78,72,/,/,/
本高2023届,12班,邬讳齐,107,114,117.5,72,60,/,/,/,59
本高2023届,12班,幸珍毓,103,112,123,85,76,70,/,/,/
本高2023届,12班,莫茹蔷,103,108,/,61,82,58,/,/,/
本高2023届,12班,马国葵,96,126,113.5,75,70,70,/,/,/
本高2023届,12班,黄琼颖,103,108,104,67,71,66,/,/,/
本高2023届,12班,田翼羿,95,119,114.5,61,62,80,/,/,/
本高2023届,13班,褚忆祺,100,111,118.5,63,68,86,/,/,/
本高2023届,13班,严丽霓,100,115,120.5,67,57,74,/,/,/
本高2023届,13班,晏洲灵,101,109,128,67,50,76,/,/,/
本高2023届,13班,褚岳易,77,114,100.5,59,49,57,/,/,/
本高2023届,13班,卓心涌,96,118,115,81,61,80,/,/,/
本高2023届,13班,诸苹予,86,125,133,81,65,82,/,/,/
本高2023届,13班,伍升赛,98,113,115,55,60,88,/,/,/
本高2023届,13班,宣景川,93,126,74.5,65,72,63,/,/,/
本高2023届,13班,娄睿海,/,/,/,77,/,/,/,/,/
本高2023届,14班,韩羚娥,111,81,115.5,51,42,/,50,/,/
本高2023届,14班,左斌民,92,62,107,30,26,47,/,/,/
本高2023届,14班,伏意曼,98,74,76.5,42,42,/,51,/,/
本高2023届,14班,傅曦书,108,106,113,50,54,/,/,/,60
本高2023届,14班,孙冉萌,107,119,100,75,69,/,/,/,73
本高2023届,14班,诸璟齐,107,128,116,72,61,69,/,/,/
本高2023届,14班,童英骊,93,110,112,62,53,/,/,/,65
本高2023届,14班,俞旋嵩,98,122,104.5,59,61,/,/,/,46
本高2023届,14班,朱盈嫒,89,121,95.5,66,39,/,/,/,55
本高2023届,14班,袁芳奕,104,105,102.5,67,55,48,/,/,/
本高2023届,15班,陆君峥,92,107,110.5,65,58,/,62,/,/
本高2023届,15班,石春乐,101,116,90,75,80,/,/,/,53
本高2023届,15班,朱群琴,96,123,90.5,58,67,/,/,/,57
本高2023届,15班,廉楷田,92,135,87.5,70,62,/,/,/,59
本高2023届,15班,宗绮桃,100,93,104,82,63,71,/,/,/
本高2023届,15班,洪波金,99,106,122.5,62,61,/,50,/,/
本高2023届,15班,雷怀孝,94,113,124.5,67,63,/,61,/,/
本高2023届,15班,牧熙隽,96,122,112,75,75,83,/,/,/
本高2023届,15班,邬歆冲,98,93,112.5,58,43,/,/,/,55
本高2023届,15班,徐龙焘,92,100,91.5,63,58,67,/,/,/
本高2023届,16班,荣韬伟,91,110,90,/,/,/,48,80,62
本高2023届,,邢通安,101,125,121.5,68,63,77,/,/,/
本高2023届,,冯魁鹤,112,118,130.5,82,72,/,68,/,/
本高2023届,,蒋英营,110,107,126,/,/,/,79,84,68
本高2023届,,姜美习,100,122,123,76,80,73,/,/,/
本高2023届,,廉玉榕,108,127,125.5,/,/,/,71,81,70
本高2023届,,章仪尤,116,132,126.5,73,72,67,/,/,/
本高2023届,,冯岚彤,105,125,117,/,/,/,72,78,39
本高2023届,,郭舒璞,106,111,128.5,63,69,/,/,/,67
本高2023届,,钟楚心,102,121,117.5,78,68,74,/,/,/
本高2023届,,申舟潜,99,118,129.5,55,78,/,/,/,57
本高2023届,,姜颂淳,107,121,138.5,/,/,/,72,78,61
本高2023届,,宁花舒,108,117,136,87,80,85,/,/,/
本高2023届,,詹力军,108,103,130.5,/,/,/,60,78,67
本高2023届,,秦诗淑,111,124,/,/,/,79,76,82,/
本高2023届,,水冕禄,115,132,133,/,/,/,75,92,63
本高2023届,,董威阳,114,125,128.5,69,79,84,/,/,/
本高2023届,,陈斐芝,114,127,131.5,/,/,/,58,84,66
本高2023届,,蓬灵栋,105,130,135.5,/,/,/,75,87,63
本高2023届,,乌起庭,109,117,129,/,/,/,65,84,71
本高2023届,1班,解川渊,107,136,121.5,76,70,78,/,/,/
本高2023届,3班,唐倩欣,107,117,115,/,/,/,73,87,58
本高2023届,7班,俞廷涛,104,132,126.5,77,88,96,/,/,/
本高2023届,8班,武亭亮,105,117,127.5,65,70,72,/,/,/
本高2023届,8班,鲁连江,93,69,123.5,36,43,50,/,/,/
本高2023届,9班,嵇崇正,96,85,122.5,52,52,/,64,/,/
本高2023届,9班,齐嫚品,87,103,97.5,73,63,79,/,/,/
本高2023届,10班,马彬逸,99,87,94,37,/,58,/,/,64
本高2023届,12班,焦炼胤,100,117,123.5,78,64,/,70,/,/
本高2023届,13班,焦言宜,103,98,87,61,54,76,/,/,/
本高2023届,13班,莫弋登,108,126,115,58,67,73,/,/,/
本高2023届,15班,邹裙毅,97,116,105.5,76,61,73,/,/,/
本高2023届,,计纲朴,116,87,128,59,61,/,68,/,/
本高2023届,,翟唯蓓,112,108,122,/,/,/,62,79,58
本高2023届,,邬展良,103,111,104.5,/,/,64,79,78,/
本高2023届,,经恬菲,103,127,128,48,68,/,/,/,68
本高2023届,15班,赵啸伟,96,84,124,59,52,/,/,/,56
本高2023届,4班,刁心甫,112,133,133,/,/,/,69,80,56
本高2023届,13班,邓澎望,92,120,132.5,71,58,80,/,/,/
本高2023届,2班,温浪笛,101,98,132,/,/,64,50,86,/
本高2023届,6班,冯喜运,107,129,119.5,70,76,84,/,/,/
本高2023届,6班,符湘艳,106,121,/,83,82,80,/,/,/
本高2023届,6班,翁秋或,97,114,111.5,68,60,76,/,/,/
本高2023届,7班,程炯珣,107,134,134.5,88,85,88,/,/,/
本高2023届,9班,缪鹃含,106,95,116,41,42,/,51,/,/
本高2023届,11班,戚茹珏,90,127,110.5,67,60,/,/,/,50
本高2023届,12班,农巧惠,102,110,111.5,73,61,63,/,/,/
本高2023届,12班,徐会萌,106,114,/,62,68,/,/,/,72
本高2023届,12班,邢海涓,112,122,122,77,88,69,/,/,/
本高2023届,13班,强露珣,84,99,103,57,55,63,/,/,/
本高2023届,14班,强翌甫,106,109,139,57,69,/,74,/,/
本高2023届,14班,杨润敏,113,121,109.5,71,62,/,72,/,/
本高2023届,14班,薛耘华,96,111,100.5,44,60,/,/,/,58
本高2023届,16班,贺珣京,90,76,101,/,/,/,40,69,54
