年级,班级,姓名,语文,数学,外语,物理,化学,生物,政治,历史,地理
本高2023届,13班,惠朋言,90,86,108,54,39,58,/,/,/
本高2023届,13班,毕斐言,79,83,119,47,45,68,/,/,/
本高2023届,14班,包玥耘,97,95,114.5,49,46,/,/,/,51
本高2023届,15班,惠沫绚,90,88,118,48,28,40,/,/,/
本高2023届,保送班,盛萍子,98,90,139.5,/,/,64,67,80,/
本高2023届,1班,束齐璋,73,123,108,62,/,/,/,/,/
本高2023届,1班,谢雨峥,92,110,136.5,58,53,/,/,/,68
本高2023届,1班,穆诺澄,85,108,114,77,56,80,/,/,/
本高2023届,2班,舒绮华,109,103,121,/,/,/,62,79,68
本高2023届,3班,谢棋燃,101,84,120.5,/,/,69,70,82,/
本高2023届,4班,蒋曼蓓,97,64,127,/,/,24,56,48,/
本高2023届,4班,秋勇力,84,70,123.5,/,/,/,58,63,57
本高2023届,6班,尤玥莲,86,93,/,49,39,/,61,/,/
本高2023届,6班,阮岑庚,92,104,/,51,45,68,/,/,/
本高2023届,6班,贾汝蔚,100,131,/,67,67,78,/,/,/
本高2023届,7班,成迎浪,102,107,/,56,59,/,/,/,60
本高2023届,8班,松骥雄,68,42,115,33,26,49,/,/,/
本高2023届,8班,傅晏成,83,81,107,50,39,59,/,/,/
本高2023届,9班,贾滨林,91,94,118.5,51,38,58,/,/,/
本高2023届,12班,洪晔晴,92,94,/,64,40,/,60,/,/
本高2023届,12班,姬馨珏,87,77,105.5,46,38,66,/,/,/
本高2023届,14班,田祺爱,86,76,109,34,25,53,/,/,/
本高2023届,15班,俞航雁,88,60,94,48,40,62,/,/,/
本高2023届,保送班,甄遥卓,84,76,125,/,/,57,66,64,/
本高2023届,1班,明凌启,93,97,124.5,78,53,80,/,/,/
本高2023届,1班,徐蝶真,86,100,122.5,45,27,64,/,/,/
本高2023届,1班,毛欣吟,97,120,125,58,53,70,/,/,/
本高2023届,1班,幸晗裙,107,107,130,41,53,82,/,/,/
本高2023届,2班,王玫良,109,72,140.5,/,/,/,58,66,50
本高2023届,2班,林竹根,84,77,122,/,/,/,67,75,48
本高2023届,2班,孟瑛菁,93,71,125.5,/,/,52,62,65,/
本高2023届,2班,翁川帅,106,66,122.5,/,/,/,53,78,54
本高2023届,2班,韩娣励,98,74,/,/,/,/,53,67,33
本高2023届,3班,尤钟柱,103,99,129,/,/,/,65,77,66
本高2023届,3班,纪泉才,90,106,/,/,/,/,47,85,50
本高2023届,3班,井晔思,101,115,/,/,/,/,64,72,67
本高2023届,3班,蔡声灵,95,77,105.5,/,/,60,63,77,/
本高2023届,4班,施嵘琦,92,96,121,/,/,/,65,77,69
本高2023届,4班,蔡南联,83,70,124,/,/,63,56,70,/
本高2023届,4班,杭雷赞,87,67,125,/,/,/,56,67,47
本高2023届,4班,傅辉发,101,102,118.5,/,/,88,64,84,/
本高2023届,6班,温彤婕,96,98,118,56,44,/,59,/,/
本高2023届,6班,洪贞婉,84,108,128.5,56,63,89,/,/,/
本高2023届,7班,卢岱攀,105,119,129,42,58,76,/,/,/
本高2023届,7班,薛齐灏,103,119,128.5,71,45,70,/,/,/
本高2023届,7班,魏莉玲,103,123,/,/,/,/,76,80,81
本高2023届,7班,许满策,108,128,128.5,75,61,83,/,/,/
本高2023届,7班,邹韵齐,96,106,135.5,68,55,/,/,/,70
本高2023届,7班,殷翔黎,96,129,134.5,54,66,92,/,/,/
本高2023届,8班,邓园宾,85,112,115,62,53,61,/,/,/
本高2023届,8班,嵇崧朋,86,117,101,40,43,74,/,/,/
本高2023届,8班,施标谦,94,96,120,50,40,63,/,/,/
本高2023届,9班,戚凌洲,104,95,126,44,47,/,59,/,/
本高2023届,10班,娄龙旦,/,/,/,48,/,/,/,/,/
本高2023届,10班,宫迁胡,81,74,101,39,/,59,/,/,61
本高2023届,10班,仲洋笛,101,82,123,32,32,64,/,/,/
本高2023届,10班,奚凌妙,95,96,125,58,49,65,/,/,/
本高2023届,11班,翁娜梅,84,85,121,53,43,/,/,/,50
本高2023届,11班,白钟朗,87,89,124.5,48,46,/,/,/,41
本高2023届,11班,邢雪喻,90,97,123,54,47,/,/,/,60
本高2023届,11班,滑彬好,106,94,122.5,59,48,/,/,/,66
本高2023届,11班,何然彩,85,91,115.5,52,30,/,/,/,40
本高2023届,11班,穆慈跃,72,103,124.5,48,30,/,/,/,50
本高2023届,11班,计利耿,96,83,130.5,51,48,/,/,/,56
本高2023届,11班,束敏朦,95,96,116.5,54,43,/,/,/,50
本高2023届,12班,邹郁满,81,84,127,48,42,/,62,/,/
本高2023届,12班,柏洵泽,93,72,/,43,44,74,/,/,/
本高2023届,12班,李碧格,96,88,99.5,41,40,54,/,/,/
本高2023届,12班,曹桑纯,97,97,125,45,40,66,/,/,/
本高2023届,12班,柏前溪,99,99,122.5,63,46,64,/,/,/
本高2023届,13班,殷鹭蔷,98,95,103,37,37,58,/,/,/
本高2023届,13班,奚信晗,87,110,96,60,48,54,/,/,/
本高2023届,13班,蔡歌舰,84,89,97.5,56,36,69,/,/,/
本高2023届,13班,钱眉音,/,/,/,/,/,/,/,/,/
本高2023届,13班,凌若焰,78,104,124.5,54,52,66,/,/,/
本高2023届,14班,章宙壮,95,87,112,56,38,/,/,/,69
本高2023届,15班,荣柏奎,78,71,99,47,40,/,61,/,/
本高2023届,15班,舒梦霜,84,88,105,65,35,65,/,/,/
本高2023届,15班,翁姣果,74,92,115.5,53,36,/,/,/,51
本高2023届,1班,罗瀚弛,91,105,131.5,66,61,94,/,/,/
本高2023届,3班,尚子莲,95,91,124.5,/,/,62,58,71,/
本高2023届,3班,高姿羚,96,110,130,/,/,/,60,84,69
本高2023届,4班,雷衡炎,96,59,108.5,/,/,62,67,86,/
本高2023届,5班,俞瑶菲,88,90,105.5,32,43,/,/,/,53
本高2023届,6班,曹菲娜,96,97,123.5,65,/,/,/,/,/
本高2023届,7班,褚颖疆,94,137,/,71,65,81,/,/,/
本高2023届,8班,骆亚丽,95,97,116.5,49,44,70,/,/,/
本高2023届,8班,侯兵舰,92,88,117.5,49,39,63,/,/,/
本高2023届,8班,束京妮,100,115,126,73,/,/,/,/,/
本高2023届,9班,范昀攀,90,79,113.5,38,40,/,52,/,/
本高2023届,9班,嵇嫣蓓,94,75,122.5,53,49,/,58,/,/
本高2023届,9班,谭馨曼,94,109,125,55,37,72,/,/,/
本高2023届,10班,翁嫚燕,92,91,110.5,47,26,66,/,/,/
本高2023届,10班,姬凡连,93,108,125,56,/,81,/,/,63
本高2023届,11班,邱忱芳,87,89,127,56,41,/,/,/,57
本高2023届,15班,姜珺琨,79,77,106.5,45,37,/,52,/,/
本高2023届,1班,单奕畅,108,69,139.5,48,56,85,/,/,/
本高2023届,5班,冯曼望,83,93,117.5,69,65,/,/,/,42
本高2023届,15班,虞笛昭,80,116,98.5,54,/,/,/,/,/
本高2023届,1班,滑骏岳,90,108,124.5,68,49,78,/,/,/
本高2023届,1班,祝斐姬,91,99,122,51,48,74,/,/,/
本高2023届,1班,钟默飙,88,106,125,63,48,84,/,/,/
本高2023届,1班,顾筱琪,91,101,123,58,53,79,/,/,/
本高2023届,1班,邹柯开,85,122,135,68,75,96,/,/,/
本高2023届,1班,富昆舰,101,92,126,58,43,/,/,/,68
本高2023届,1班,伍化莹,92,112,109.5,42,56,74,/,/,/
本高2023届,1班,柏眉喻,93,89,124.5,60,51,/,/,/,61
本高2023届,1班,宫维萍,103,122,110,63,63,81,/,/,/
本高2023届,1班,宋耘晨,99,132,132.5,79,69,77,/,/,/
本高2023届,2班,巫剑桐,89,45,114.5,/,/,/,59,77,53
本高2023届,2班,凤含可,94,71,99,/,/,71,66,79,/
本高2023届,2班,史洵樱,90,80,110.5,/,/,/,45,65,46
本高2023届,2班,包登刚,90,67,102.5,/,/,/,53,78,45
本高2023届,2班,蒙微喆,92,81,119,/,/,/,64,77,55
本高2023届,2班,晏菊优,97,95,107.5,/,/,/,63,79,50
本高2023届,2班,袁雯鸽,97,91,119.5,/,/,/,64,73,63
本高2023届,2班,诸跃千,91,64,127.5,/,/,/,62,79,61
本高2023届,2班,诸锋渊,105,96,132.5,/,/,/,68,74,55
本高2023届,3班,毕禄勉,94,92,123.5,/,/,71,62,71,/
本高2023届,3班,萧容珑,102,62,114,/,/,/,60,78,62
本高2023届,3班,经琴薇,95,96,132.5,/,/,64,66,66,/
本高2023届,4班,明熠子,93,103,111,/,/,/,64,88,73
本高2023届,4班,刁鹃婧,75,60,60.5,/,/,/,50,70,27
本高2023届,4班,韩耀琥,101,59,127.5,/,/,/,59,83,52
本高2023届,4班,颜灵欣,108,71,100.5,/,/,/,58,86,64
本高2023届,4班,崔姬竹,93,84,123,/,/,51,57,68,/
本高2023届,4班,蓬戈钥,93,85,117,/,/,/,49,75,54
本高2023届,4班,霍岚玥,86,68,101,/,/,49,50,69,/
本高2023届,5班,纪雯燕,85,87,122.5,48,49,/,/,/,52
本高2023届,5班,花旻斐,92,98,99.5,65,43,/,/,/,56
本高2023届,5班,柯咪愉,99,111,116,69,62,/,/,/,67
本高2023届,5班,宋曦阳,86,84,113.5,43,38,/,/,/,51
本高2023届,5班,谢曦品,87,73,85.5,18,35,/,/,/,49
本高2023届,6班,刘曙研,79,108,115.5,53,58,67,/,/,/
本高2023届,6班,赖年鹰,93,94,121.5,51,45,/,53,/,/
本高2023届,6班,农潜靖,79,108,117,62,41,63,/,/,/
本高2023届,6班,郎荔蓉,97,95,130,67,45,76,/,/,/
本高2023届,6班,井潜霄,97,120,131.5,66,35,71,/,/,/
本高2023届,6班,祁连蕴,101,101,135.5,44,/,/,/,/,/
本高2023届,6班,褚赢严,105,96,116,61,/,/,/,/,/
本高2023届,6班,平元桐,99,106,/,63,39,/,/,/,58
本高2023届,6班,尚知韶,95,94,125.5,59,/,/,/,/,/
本高2023届,6班,羿澄洋,96,128,111,80,61,75,/,/,/
本高2023届,6班,黄升意,98,126,/,70,51,/,/,/,66
本高2023届,6班,洪杏暖,79,113,125,60,48,84,/,/,/
本高2023届,7班,柳蕙纯,94,142,127.5,79,54,87,/,/,/
本高2023届,7班,顾婉多,98,128,139.5,/,/,/,67,73,80
本高2023届,7班,支洵伦,110,114,140.5,/,/,/,61,83,67
本高2023届,7班,牧利桦,111,122,141,79,52,/,/,/,71
本高2023届,7班,方巧霏,93,121,131,60,49,86,/,/,/
本高2023届,7班,高景景,102,116,/,73,59,92,/,/,/
本高2023届,8班,尚蜜晟,84,79,103.5,47,37,63,/,/,/
本高2023届,8班,邢遥宏,85,74,125,67,38,71,/,/,/
本高2023届,8班,邴容良,77,76,103.5,43,25,55,/,/,/
本高2023届,8班,霍一欣,87,92,110.5,45,30,41,/,/,/
本高2023届,8班,褚舰华,83,114,108,56,39,65,/,/,/
本高2023届,8班,戚望田,95,92,117,62,28,59,/,/,/
本高2023届,8班,娄昀瑗,91,114,119,62,50,71,/,/,/
本高2023届,8班,宋格竹,86,99,122,57,55,71,/,/,/
本高2023届,8班,刁嫚津,97,88,121.5,53,46,82,/,/,/
本高2023届,8班,卫金队,96,105,119.5,35,33,69,/,/,/
本高2023届,9班,荣菲兰,93,101,118.5,65,39,/,/,/,39
本高2023届,9班,薛琼礼,94,57,122.5,34,46,/,61,/,/
本高2023届,9班,赖纯典,94,62,117,50,35,/,/,/,54
本高2023届,9班,杜莲莹,85,73,110.5,48,28,/,54,/,/
本高2023届,9班,韩珊冶,/,/,/,/,/,/,/,/,/
本高2023届,9班,杜勇莹,94,111,113,53,47,76,/,/,/
本高2023届,9班,郁露芸,80,103,125,63,51,79,/,/,/
本高2023届,9班,皮沛蝶,39,92,104,64,46,73,/,/,/
本高2023届,9班,束殉绮,88,103,126,65,40,/,60,/,/
本高2023届,9班,水煦笛,98,74,133.5,47,36,/,58,/,/
本高2023届,10班,颜颉弘,91,69,115,39,/,/,/,/,/
本高2023届,10班,韶琨畅,95,59,/,45,/,/,/,/,/
本高2023届,10班,秦晨尤,95,73,121,46,/,61,/,/,54
本高2023届,10班,农霞中,91,92,119.5,41,/,52,/,/,50
本高2023届,10班,顾子朋,83,39,101.5,34,/,44,/,/,41
本高2023届,10班,柳侃漫,80,97,90,47,/,/,/,/,/
本高2023届,10班,马迅中,93,97,112.5,53,/,78,/,/,53
本高2023届,10班,伊盼梦,/,/,/,/,/,/,/,/,/
本高2023届,10班,石洵晗,81,76,99.5,45,/,50,/,/,39
本高2023届,10班,沈保闻,90,79,112,36,/,/,/,/,/
本高2023届,10班,诸晟啸,/,/,/,/,/,/,/,/,/
本高2023届,10班,时万锁,92,102,126.5,45,/,60,/,/,65
本高2023届,10班,岑陵益,79,107,103.5,51,/,/,/,/,/
本高2023届,10班,赵榕伟,93,91,122.5,38,/,62,/,/,51
本高2023届,10班,咎野漪,101,113,108,45,42,61,/,/,/
本高2023届,11班,周争奔,85,93,100.5,58,43,/,/,/,74
本高2023届,11班,司楠硕,96,90,130,62,28,/,/,/,59
本高2023届,11班,朱茜莎,72,92,111,54,51,/,/,/,58
本高2023届,11班,邢栋墩,86,89,103,63,40,/,/,/,41
本高2023届,11班,左磊庚,70,68,90.5,49,26,/,/,/,39
本高2023届,11班,诸轩煦,86,107,113.5,66,46,/,/,/,58
本高2023届,11班,高莲杨,92,119,112.5,53,35,/,/,/,54
本高2023届,11班,林歌艳,104,104,114.5,57,54,/,/,/,66
本高2023届,11班,董雷坦,82,106,97.5,63,47,/,/,/,53
本高2023届,11班,蒙慧茉,/,/,/,/,/,/,/,/,/
本高2023届,11班,孙蕴如,85,86,115.5,67,55,/,/,/,59
本高2023届,12班,姚娅佩,80,88,133.5,37,45,62,/,/,/
本高2023届,12班,成旎炯,81,82,117,39,52,68,/,/,/
本高2023届,12班,计珂研,88,84,105,49,31,57,/,/,/
本高2023届,12班,邓或可,95,99,/,64,60,69,/,/,/
本高2023届,12班,邬讳齐,93,98,113,53,46,/,/,/,53
本高2023届,12班,幸珍毓,93,102,116.5,63,45,70,/,/,/
本高2023届,12班,莫茹蔷,105,75,/,45,46,62,/,/,/
本高2023届,12班,马国葵,83,77,130,67,45,66,/,/,/
本高2023届,12班,黄琼颖,86,77,116,48,34,44,/,/,/
本高2023届,12班,田翼羿,88,91,111.5,66,42,46,/,/,/
本高2023届,13班,褚忆祺,83,121,113.5,67,56,86,/,/,/
本高2023届,13班,严丽霓,88,86,107.5,44,40,60,/,/,/
本高2023届,13班,晏洲灵,/,/,/,50,/,/,/,/,/
本高2023届,13班,褚岳易,90,89,110,57,34,71,/,/,/
本高2023届,13班,卓心涌,73,95,106.5,48,38,74,/,/,/
本高2023届,13班,诸苹予,92,76,118.5,49,44,72,/,/,/
本高2023届,13班,伍升赛,98,69,119.5,40,46,69,/,/,/
本高2023届,13班,宣景川,85,106,102.5,64,44,71,/,/,/
本高2023届,13班,娄睿海,74,75,106,45,39,64,/,/,/
本高2023届,14班,韩羚娥,85,52,96,27,14,/,53,/,/
本高2023届,14班,左斌民,83,60,100.5,26,28,51,/,/,/
本高2023届,14班,伏意曼,89,63,106,35,29,/,54,/,/
本高2023届,14班,傅曦书,97,80,117.5,39,40,/,/,/,37
本高2023届,14班,孙冉萌,100,105,112.5,69,45,/,/,/,61
本高2023届,14班,诸璟齐,94,102,118.5,53,33,49,/,/,/
本高2023届,14班,童英骊,83,79,117.5,47,26,/,/,/,51
本高2023届,14班,俞旋嵩,81,97,121,58,44,/,/,/,45
本高2023届,14班,朱盈嫒,83,91,83.5,39,26,/,/,/,40
本高2023届,14班,袁芳奕,99,60,96,40,56,71,/,/,/
本高2023届,15班,陆君峥,88,78,115.5,65,50,/,49,/,/
本高2023届,15班,石春乐,84,110,111,69,54,/,/,/,49
本高2023届,15班,朱群琴,90,90,109.5,46,39,/,/,/,55
本高2023届,15班,廉楷田,93,125,109.5,54,42,/,/,/,55
本高2023届,15班,宗绮桃,87,81,107,67,40,49,/,/,/
本高2023届,15班,洪波金,82,92,126,52,32,/,58,/,/
本高2023届,15班,雷怀孝,81,96,121.5,64,42,/,57,/,/
本高2023届,15班,牧熙隽,87,113,101,64,54,71,/,/,/
本高2023届,15班,邬歆冲,82,72,122.5,28,38,/,/,/,35
本高2023届,15班,徐龙焘,77,105,115.5,71,47,59,/,/,/
本高2023届,16班,荣韬伟,/,/,/,/,/,/,/,/,/
本高2023届,1班,解川渊,92,105,115,59,49,67,/,/,/
本高2023届,3班,唐倩欣,95,106,117,/,/,/,67,88,59
本高2023届,7班,俞廷涛,92,107,130.5,76,57,90,/,/,/
本高2023届,8班,武亭亮,93,103,127.5,64,40,77,/,/,/
本高2023届,8班,鲁连江,93,53,125.5,38,34,58,/,/,/
本高2023届,9班,嵇崇正,90,82,120.5,42,41,/,58,/,/
本高2023届,9班,齐嫚品,94,99,101,71,48,88,/,/,/
本高2023届,10班,马彬逸,87,91,106.5,44,/,58,/,/,47
本高2023届,12班,焦炼胤,/,107,137.5,/,44,/,76,/,/
本高2023届,13班,焦言宜,99,76,96,43,35,74,/,/,/
本高2023届,13班,莫弋登,91,80,97,54,48,72,/,/,/
本高2023届,15班,邹裙毅,78,87,114,44,37,72,/,/,/
本高2023届,保送班,计纲朴,/,/,/,41,/,/,/,/,/
本高2023届,13班,费瑛娜,91,96,98,66,37,90,/,/,/
本高2023届,15班,赵啸伟,89,84,115,41,25,/,/,/,65
本高2023届,4班,刁心甫,95,82,128,/,/,/,56,73,48
本高2023届,13班,邓澎望,79,88,131,60,51,65,/,/,/
本高2023届,2班,温浪笛,91,96,136,/,/,63,62,85,/
本高2023届,6班,冯喜运,87,108,132,69,52,67,/,/,/
本高2023届,6班,符湘艳,96,103,/,56,52,78,/,/,/
本高2023届,6班,翁秋或,89,96,110.5,42,48,46,/,/,/
本高2023届,7班,程炯珣,99,132,134.5,58,61,84,/,/,/
本高2023届,9班,缪鹃含,95,63,120.5,51,34,/,47,/,/
本高2023届,11班,戚茹珏,82,85,118.5,57,39,/,/,/,53
本高2023届,12班,农巧惠,93,97,125.5,51,29,58,/,/,/
本高2023届,12班,徐会萌,95,99,/,53,38,/,/,/,58
本高2023届,13班,强露珣,82,77,97,48,28,54,/,/,/
本高2023届,14班,强翌甫,99,82,136,45,46,/,57,/,/
本高2023届,14班,杨润敏,85,94,109.5,37,46,/,63,/,/
本高2023届,14班,薛耘华,83,81,101.5,49,31,/,/,/,64
本高2023届,1班,滕鲁霖,96,118,127.5,71,63,83,/,/,/
本高2023届,3班,伍澎峻,89,60,81.5,/,/,/,28,61,39
本高2023届,4班,滕泓想,79,91,106.5,/,/,69,73,75,/
本高2023届,6班,张丁锴,90,126,120,65,40,/,/,/,72
本高2023届,8班,罗魁琥,88,103,112.5,55,37,47,/,/,/
本高2023届,10班,邢峻昶,83,95,/,42,/,/,/,/,/
本高2023届,10班,陈妙湘,88,94,113.5,61,/,57,/,/,63
本高2023届,10班,凤尚亮,92,108,117.5,47,/,61,/,/,67
本高2023届,10班,钱思钧,99,101,129.5,68,/,/,/,/,/
本高2023届,10班,伍美韵,90,92,115.5,61,/,50,/,/,54
本高2023届,13班,谢达灏,85,104,111.5,41,27,76,/,/,/
本高2023届,1班,凌壮西,96,128,134.5,54,55,81,/,/,/
本高2023届,1班,舒彩茉,/,/,/,/,/,/,/,/,/
本高2023届,2班,鲁朗韵,76,94,137.5,/,/,71,61,79,/
本高2023届,9班,万泓嫱,84,95,131.5,42,38,43,/,/,/
本高2023届,12班,明昱泉,102,87,/,36,34,54,/,/,/
本高2023届,12班,邴娟霓,97,112,122.5,52,46,73,/,/,/
本高2023届,15班,韩盼弛,91,83,103.5,58,47,63,/,/,/
本高2023届,1班,汤柱诺,98,104,140,48,52,/,64,/,/
本高2023届,1班,齐嫒春,103,121,120,82,66,79,/,/,/
本高2023届,1班,武洵歆,101,104,130,58,50,72,/,/,/
本高2023届,1班,杭倩习,101,79,132.5,57,47,/,59,/,/
本高2023届,1班,舒铎汉,99,120,126.5,55,53,78,/,/,/
本高2023届,2班,奚冶雷,97,87,132,/,/,72,52,76,/
本高2023届,4班,姜梦蔚,81,17,37.5,/,/,36,32,65,/
本高2023届,4班,方姗歆,95,89,133,/,/,60,64,85,/
本高2023届,4班,黎珊凝,93,61,113,/,/,/,61,83,42
本高2023届,5班,计蓉纳,99,83,116.5,42,42,/,/,/,75
本高2023届,5班,杜书皎,83,85,108.5,44,42,/,/,/,52
本高2023届,7班,徐芯乐,102,121,133,68,49,82,/,/,/
本高2023届,7班,夏轩准,111,123,139,67,76,/,/,/,66
本高2023届,9班,时茂林,102,104,124.5,62,49,/,61,/,/
本高2023届,9班,祁莉优,96,117,116.5,66,50,/,61,/,/
本高2023届,10班,虞淮中,85,82,87.5,40,/,59,/,/,61
本高2023届,10班,宋进兴,87,84,112.5,46,31,54,/,/,/
